claim_id,paper_section,claim_or_metric,source_stage,source_file,source_table_or_field,source_commit,sample_start,sample_end,metric_definition,status,reconciliation_note
YEAR-2022,19 Year-by-year performance,"Calendar 2022 returns for SWDA, 50/50, M2, equal pool, 75/25 and 10% pilot-control difference",A4F/A5C,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_YEAR_BY_YEAR_SCORECARD.csv,year=2022; static strategy rows; pilot difference joined from A5C WHOLE_PORTFOLIO_DRAG,6dba072dce65da56284a8c02f9f380301048d492,2022,2022,Compounded within-calendar-period net return; 2017 and 2026 partial,RECONCILED,Pilot-control difference joins UKACTIVE_A5C_SIPP_WHOLE_PORTFOLIO_DRAG.csv
YEAR-2023,19 Year-by-year performance,"Calendar 2023 returns for SWDA, 50/50, M2, equal pool, 75/25 and 10% pilot-control difference",A4F/A5C,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_YEAR_BY_YEAR_SCORECARD.csv,year=2023; static strategy rows; pilot difference joined from A5C WHOLE_PORTFOLIO_DRAG,6dba072dce65da56284a8c02f9f380301048d492,2023,2023,Compounded within-calendar-period net return; 2017 and 2026 partial,RECONCILED,Pilot-control difference joins UKACTIVE_A5C_SIPP_WHOLE_PORTFOLIO_DRAG.csv
YEAR-2024,19 Year-by-year performance,"Calendar 2024 returns for SWDA, 50/50, M2, equal pool, 75/25 and 10% pilot-control difference",A4F/A5C,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_YEAR_BY_YEAR_SCORECARD.csv,year=2024; static strategy rows; pilot difference joined from A5C WHOLE_PORTFOLIO_DRAG,6dba072dce65da56284a8c02f9f380301048d492,2024,2024,Compounded within-calendar-period net return; 2017 and 2026 partial,RECONCILED,Pilot-control difference joins UKACTIVE_A5C_SIPP_WHOLE_PORTFOLIO_DRAG.csv
YEAR-2025,19 Year-by-year performance,"Calendar 2025 returns for SWDA, 50/50, M2, equal pool, 75/25 and 10% pilot-control difference",A4F/A5C,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_YEAR_BY_YEAR_SCORECARD.csv,year=2025; static strategy rows; pilot difference joined from A5C WHOLE_PORTFOLIO_DRAG,6dba072dce65da56284a8c02f9f380301048d492,2025,2025,Compounded within-calendar-period net return; 2017 and 2026 partial,RECONCILED,Pilot-control difference joins UKACTIVE_A5C_SIPP_WHOLE_PORTFOLIO_DRAG.csv
YEAR-2026,19 Year-by-year performance,"Calendar 2026 returns for SWDA, 50/50, M2, equal pool, 75/25 and 10% pilot-control difference",A4F/A5C,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_YEAR_BY_YEAR_SCORECARD.csv,year=2026; static strategy rows; pilot difference joined from A5C WHOLE_PORTFOLIO_DRAG,6dba072dce65da56284a8c02f9f380301048d492,2026,2026,Compounded within-calendar-period net return; 2017 and 2026 partial,RECONCILED,Pilot-control difference joins UKACTIVE_A5C_SIPP_WHOLE_PORTFOLIO_DRAG.csv
REG-R1_BROAD_RISK_ON,20 Regime analysis,"R1_BROAD_RISK_ON: months, episodes and M2 differential",A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_REGIME_SUMMARY.csv,M2_TOP7_CASH0_100; FOUR_STATE_REGIME; regime=R1_BROAD_RISK_ON,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,Causal monthly-regime descriptive return statistics,RECONCILED,
REG-R2_LEADERSHIP_RISK_ON,20 Regime analysis,"R2_LEADERSHIP_RISK_ON: months, episodes and M2 differential",A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_REGIME_SUMMARY.csv,M2_TOP7_CASH0_100; FOUR_STATE_REGIME; regime=R2_LEADERSHIP_RISK_ON,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,Causal monthly-regime descriptive return statistics,RECONCILED,
REG-R3_ISOLATED_LEADERSHIP,20 Regime analysis,"R3_ISOLATED_LEADERSHIP: months, episodes and M2 differential",A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_REGIME_SUMMARY.csv,M2_TOP7_CASH0_100; FOUR_STATE_REGIME; regime=R3_ISOLATED_LEADERSHIP,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,Causal monthly-regime descriptive return statistics,RECONCILED,
REG-R4_CAPITAL_PRESERVATION,20 Regime analysis,"R4_CAPITAL_PRESERVATION: months, episodes and M2 differential",A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_REGIME_SUMMARY.csv,M2_TOP7_CASH0_100; FOUR_STATE_REGIME; regime=R4_CAPITAL_PRESERVATION,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,Causal monthly-regime descriptive return statistics,RECONCILED,
POL-POLICY_0_STATIC_DEFENSIVE_CONTROL-SWITCH_ASYMMETRIC_HYSTERESIS,20 Regime analysis,POLICY_0_STATIC_DEFENSIVE_CONTROL/SWITCH_ASYMMETRIC_HYSTERESIS full-history outcome,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_DYNAMIC_POLICY_RESULTS.csv,POLICY_0_STATIC_DEFENSIVE_CONTROL; SWITCH_ASYMMETRIC_HYSTERESIS; FULL_COMMON_HISTORY; BASE,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,"Net CAGR, MDD, Ulcer, allocation, turnover, return retention and promotion gates",RECONCILED,
POL-POLICY_0_STATIC_DEFENSIVE_CONTROL-SWITCH_IMMEDIATE_MONTHLY,20 Regime analysis,POLICY_0_STATIC_DEFENSIVE_CONTROL/SWITCH_IMMEDIATE_MONTHLY full-history outcome,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_DYNAMIC_POLICY_RESULTS.csv,POLICY_0_STATIC_DEFENSIVE_CONTROL; SWITCH_IMMEDIATE_MONTHLY; FULL_COMMON_HISTORY; BASE,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,"Net CAGR, MDD, Ulcer, allocation, turnover, return retention and promotion gates",RECONCILED,
POL-POLICY_1_RISK_TIMING_ONLY-SWITCH_ASYMMETRIC_HYSTERESIS,20 Regime analysis,POLICY_1_RISK_TIMING_ONLY/SWITCH_ASYMMETRIC_HYSTERESIS full-history outcome,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_DYNAMIC_POLICY_RESULTS.csv,POLICY_1_RISK_TIMING_ONLY; SWITCH_ASYMMETRIC_HYSTERESIS; FULL_COMMON_HISTORY; BASE,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,"Net CAGR, MDD, Ulcer, allocation, turnover, return retention and promotion gates",RECONCILED,
POL-POLICY_1_RISK_TIMING_ONLY-SWITCH_IMMEDIATE_MONTHLY,20 Regime analysis,POLICY_1_RISK_TIMING_ONLY/SWITCH_IMMEDIATE_MONTHLY full-history outcome,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_DYNAMIC_POLICY_RESULTS.csv,POLICY_1_RISK_TIMING_ONLY; SWITCH_IMMEDIATE_MONTHLY; FULL_COMMON_HISTORY; BASE,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,"Net CAGR, MDD, Ulcer, allocation, turnover, return retention and promotion gates",RECONCILED,
POL-POLICY_2_ALPHA_TIMING_ONLY-SWITCH_ASYMMETRIC_HYSTERESIS,20 Regime analysis,POLICY_2_ALPHA_TIMING_ONLY/SWITCH_ASYMMETRIC_HYSTERESIS full-history outcome,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_DYNAMIC_POLICY_RESULTS.csv,POLICY_2_ALPHA_TIMING_ONLY; SWITCH_ASYMMETRIC_HYSTERESIS; FULL_COMMON_HISTORY; BASE,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,"Net CAGR, MDD, Ulcer, allocation, turnover, return retention and promotion gates",RECONCILED,
POL-POLICY_2_ALPHA_TIMING_ONLY-SWITCH_IMMEDIATE_MONTHLY,20 Regime analysis,POLICY_2_ALPHA_TIMING_ONLY/SWITCH_IMMEDIATE_MONTHLY full-history outcome,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_DYNAMIC_POLICY_RESULTS.csv,POLICY_2_ALPHA_TIMING_ONLY; SWITCH_IMMEDIATE_MONTHLY; FULL_COMMON_HISTORY; BASE,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,"Net CAGR, MDD, Ulcer, allocation, turnover, return retention and promotion gates",RECONCILED,
POL-POLICY_3_BALANCED_REGIME_STRATEGY-SWITCH_ASYMMETRIC_HYSTERESIS,20 Regime analysis,POLICY_3_BALANCED_REGIME_STRATEGY/SWITCH_ASYMMETRIC_HYSTERESIS full-history outcome,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_DYNAMIC_POLICY_RESULTS.csv,POLICY_3_BALANCED_REGIME_STRATEGY; SWITCH_ASYMMETRIC_HYSTERESIS; FULL_COMMON_HISTORY; BASE,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,"Net CAGR, MDD, Ulcer, allocation, turnover, return retention and promotion gates",RECONCILED,
POL-POLICY_3_BALANCED_REGIME_STRATEGY-SWITCH_IMMEDIATE_MONTHLY,20 Regime analysis,POLICY_3_BALANCED_REGIME_STRATEGY/SWITCH_IMMEDIATE_MONTHLY full-history outcome,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_DYNAMIC_POLICY_RESULTS.csv,POLICY_3_BALANCED_REGIME_STRATEGY; SWITCH_IMMEDIATE_MONTHLY; FULL_COMMON_HISTORY; BASE,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,"Net CAGR, MDD, Ulcer, allocation, turnover, return retention and promotion gates",RECONCILED,
POL-POLICY_4_DEFENSIVE_REGIME_STRATEGY-SWITCH_ASYMMETRIC_HYSTERESIS,20 Regime analysis,POLICY_4_DEFENSIVE_REGIME_STRATEGY/SWITCH_ASYMMETRIC_HYSTERESIS full-history outcome,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_DYNAMIC_POLICY_RESULTS.csv,POLICY_4_DEFENSIVE_REGIME_STRATEGY; SWITCH_ASYMMETRIC_HYSTERESIS; FULL_COMMON_HISTORY; BASE,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,"Net CAGR, MDD, Ulcer, allocation, turnover, return retention and promotion gates",RECONCILED,
POL-POLICY_4_DEFENSIVE_REGIME_STRATEGY-SWITCH_IMMEDIATE_MONTHLY,20 Regime analysis,POLICY_4_DEFENSIVE_REGIME_STRATEGY/SWITCH_IMMEDIATE_MONTHLY full-history outcome,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_DYNAMIC_POLICY_RESULTS.csv,POLICY_4_DEFENSIVE_REGIME_STRATEGY; SWITCH_IMMEDIATE_MONTHLY; FULL_COMMON_HISTORY; BASE,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,"Net CAGR, MDD, Ulcer, allocation, turnover, return retention and promotion gates",RECONCILED,
POL-POLICY_5_HIGHER_ALPHA_DIAGNOSTIC-SWITCH_ASYMMETRIC_HYSTERESIS,20 Regime analysis,POLICY_5_HIGHER_ALPHA_DIAGNOSTIC/SWITCH_ASYMMETRIC_HYSTERESIS full-history outcome,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_DYNAMIC_POLICY_RESULTS.csv,POLICY_5_HIGHER_ALPHA_DIAGNOSTIC; SWITCH_ASYMMETRIC_HYSTERESIS; FULL_COMMON_HISTORY; BASE,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,"Net CAGR, MDD, Ulcer, allocation, turnover, return retention and promotion gates",RECONCILED,
POL-POLICY_5_HIGHER_ALPHA_DIAGNOSTIC-SWITCH_IMMEDIATE_MONTHLY,20 Regime analysis,POLICY_5_HIGHER_ALPHA_DIAGNOSTIC/SWITCH_IMMEDIATE_MONTHLY full-history outcome,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_DYNAMIC_POLICY_RESULTS.csv,POLICY_5_HIGHER_ALPHA_DIAGNOSTIC; SWITCH_IMMEDIATE_MONTHLY; FULL_COMMON_HISTORY; BASE,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,"Net CAGR, MDD, Ulcer, allocation, turnover, return retention and promotion gates",RECONCILED,
RAND-RANDOM_SELECTION_SAME_RISKY_COUNT,21 Randomisation and falsification evidence,"RANDOM_SELECTION_SAME_RISKY_COUNT: candidate and 10,000-path percentiles",A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_RANDOM_SELECTION_CONTROL.csv,control_id=RANDOM_SELECTION_SAME_RISKY_COUNT,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-03,"Matched causal vectorised diagnostic CAGR, MDD and turnover percentiles",RECONCILED,
RAND-MONTHLY_RANK_SHUFFLE,21 Randomisation and falsification evidence,"MONTHLY_RANK_SHUFFLE: candidate and 10,000-path percentiles",A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_RANDOM_SELECTION_CONTROL.csv,control_id=MONTHLY_RANK_SHUFFLE,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-03,"Matched causal vectorised diagnostic CAGR, MDD and turnover percentiles",RECONCILED,
CONTRIB-FAM-01,22 Right-tail dependence and contribution analysis,GLOBAL_BATTERY_EV contribution share,A4D,UKACTIVE_A4D_CONTRIBUTION_BY_FAMILY.csv,economic_exposure_family_id=GLOBAL_BATTERY_EV,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,Share of gross family market P&L,RECONCILED,
CONTRIB-FAM-02,22 Right-tail dependence and contribution analysis,GLOBAL_SEMICONDUCTORS contribution share,A4D,UKACTIVE_A4D_CONTRIBUTION_BY_FAMILY.csv,economic_exposure_family_id=GLOBAL_SEMICONDUCTORS,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,Share of gross family market P&L,RECONCILED,
CONTRIB-FAM-03,22 Right-tail dependence and contribution analysis,GLOBAL_SILVER_MINERS contribution share,A4D,UKACTIVE_A4D_CONTRIBUTION_BY_FAMILY.csv,economic_exposure_family_id=GLOBAL_SILVER_MINERS,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,Share of gross family market P&L,RECONCILED,
CONTRIB-FAM-04,22 Right-tail dependence and contribution analysis,GLOBAL_GOLD_MINERS contribution share,A4D,UKACTIVE_A4D_CONTRIBUTION_BY_FAMILY.csv,economic_exposure_family_id=GLOBAL_GOLD_MINERS,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,Share of gross family market P&L,RECONCILED,
CONTRIB-FAM-05,22 Right-tail dependence and contribution analysis,EUROPE_BANKS contribution share,A4D,UKACTIVE_A4D_CONTRIBUTION_BY_FAMILY.csv,economic_exposure_family_id=EUROPE_BANKS,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,Share of gross family market P&L,RECONCILED,
CONTRIB-FAM-06,22 Right-tail dependence and contribution analysis,GLOBAL_SOFTWARE contribution share,A4D,UKACTIVE_A4D_CONTRIBUTION_BY_FAMILY.csv,economic_exposure_family_id=GLOBAL_SOFTWARE,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,Share of gross family market P&L,RECONCILED,
CONTRIB-FAM-07,22 Right-tail dependence and contribution analysis,GLOBAL_OIL_GAS contribution share,A4D,UKACTIVE_A4D_CONTRIBUTION_BY_FAMILY.csv,economic_exposure_family_id=GLOBAL_OIL_GAS,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,Share of gross family market P&L,RECONCILED,
CONTRIB-FAM-08,22 Right-tail dependence and contribution analysis,GLOBAL_ROBOTICS_AUTOMATION contribution share,A4D,UKACTIVE_A4D_CONTRIBUTION_BY_FAMILY.csv,economic_exposure_family_id=GLOBAL_ROBOTICS_AUTOMATION,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,Share of gross family market P&L,RECONCILED,
CONTRIB-FAM-09,22 Right-tail dependence and contribution analysis,GLOBAL_TRANSPORTATION contribution share,A4D,UKACTIVE_A4D_CONTRIBUTION_BY_FAMILY.csv,economic_exposure_family_id=GLOBAL_TRANSPORTATION,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,Share of gross family market P&L,RECONCILED,
CONTRIB-FAM-10,22 Right-tail dependence and contribution analysis,GLOBAL_SOLAR contribution share,A4D,UKACTIVE_A4D_CONTRIBUTION_BY_FAMILY.csv,economic_exposure_family_id=GLOBAL_SOLAR,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,Share of gross family market P&L,RECONCILED,
CONTRIB-FAM-11,22 Right-tail dependence and contribution analysis,GLOBAL_AGRIBUSINESS contribution share,A4D,UKACTIVE_A4D_CONTRIBUTION_BY_FAMILY.csv,economic_exposure_family_id=GLOBAL_AGRIBUSINESS,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,Share of gross family market P&L,RECONCILED,
CONTRIB-FAM-12,22 Right-tail dependence and contribution analysis,US_BANKS contribution share,A4D,UKACTIVE_A4D_CONTRIBUTION_BY_FAMILY.csv,economic_exposure_family_id=US_BANKS,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,Share of gross family market P&L,RECONCILED,
CONTRIB-RANK-RANK_1,22 Right-tail dependence and contribution analysis,Rank bucket RANK_1 contribution,A4D,UKACTIVE_A4D_CONTRIBUTION_BY_RANK.csv,rank_bucket=RANK_1,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,Share of gross family market P&L,RECONCILED,
CONTRIB-RANK-RANK_2_3,22 Right-tail dependence and contribution analysis,Rank bucket RANK_2_3 contribution,A4D,UKACTIVE_A4D_CONTRIBUTION_BY_RANK.csv,rank_bucket=RANK_2_3,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,Share of gross family market P&L,RECONCILED,
CONTRIB-RANK-RANK_4_5,22 Right-tail dependence and contribution analysis,Rank bucket RANK_4_5 contribution,A4D,UKACTIVE_A4D_CONTRIBUTION_BY_RANK.csv,rank_bucket=RANK_4_5,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,Share of gross family market P&L,RECONCILED,
CONTRIB-RANK-RANK_6_10,22 Right-tail dependence and contribution analysis,Rank bucket RANK_6_10 contribution,A4D,UKACTIVE_A4D_CONTRIBUTION_BY_RANK.csv,rank_bucket=RANK_6_10,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,Share of gross family market P&L,RECONCILED,
CONTRIB-RANK-UNATTRIBUTED_HELD_OUTSIDE_CURRENT_SELECTED_RANKS,22 Right-tail dependence and contribution analysis,Rank bucket UNATTRIBUTED_HELD_OUTSIDE_CURRENT_SELECTED_RANKS contribution,A4D,UKACTIVE_A4D_CONTRIBUTION_BY_RANK.csv,rank_bucket=UNATTRIBUTED_HELD_OUTSIDE_CURRENT_SELECTED_RANKS,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,Share of gross family market P&L,RECONCILED,
SPELL-01,22 Right-tail dependence and contribution analysis,SPELL-0001 GLOBAL_SILVER_MINERS contribution and held return,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_HOLDING_SPELL_LEDGER.csv,holding_spell_id=SPELL-0001,6dba072dce65da56284a8c02f9f380301048d492,2025-03-03,2026-05-01,Ex-post explanatory normalised arithmetic contribution and held total return,RECONCILED,
SPELL-02,22 Right-tail dependence and contribution analysis,SPELL-0002 GLOBAL_BATTERY_EV contribution and held return,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_HOLDING_SPELL_LEDGER.csv,holding_spell_id=SPELL-0002,6dba072dce65da56284a8c02f9f380301048d492,2019-11-01,2021-09-01,Ex-post explanatory normalised arithmetic contribution and held total return,RECONCILED,
SPELL-03,22 Right-tail dependence and contribution analysis,SPELL-0003 GLOBAL_SEMICONDUCTORS contribution and held return,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_HOLDING_SPELL_LEDGER.csv,holding_spell_id=SPELL-0003,6dba072dce65da56284a8c02f9f380301048d492,2023-02-01,2024-09-02,Ex-post explanatory normalised arithmetic contribution and held total return,RECONCILED,
SPELL-04,22 Right-tail dependence and contribution analysis,SPELL-0004 GLOBAL_BATTERY_EV contribution and held return,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_HOLDING_SPELL_LEDGER.csv,holding_spell_id=SPELL-0004,6dba072dce65da56284a8c02f9f380301048d492,2025-08-01,2026-07-01,Ex-post explanatory normalised arithmetic contribution and held total return,RECONCILED,
SPELL-05,22 Right-tail dependence and contribution analysis,SPELL-0005 GLOBAL_OIL_GAS contribution and held return,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_HOLDING_SPELL_LEDGER.csv,holding_spell_id=SPELL-0005,6dba072dce65da56284a8c02f9f380301048d492,2021-10-01,2023-02-01,Ex-post explanatory normalised arithmetic contribution and held total return,RECONCILED,
SPELL-06,22 Right-tail dependence and contribution analysis,SPELL-0006 EUROPE_BANKS contribution and held return,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_HOLDING_SPELL_LEDGER.csv,holding_spell_id=SPELL-0006,6dba072dce65da56284a8c02f9f380301048d492,2025-02-03,2025-10-01,Ex-post explanatory normalised arithmetic contribution and held total return,RECONCILED,
SPELL-07,22 Right-tail dependence and contribution analysis,SPELL-0007 GLOBAL_TRANSPORTATION contribution and held return,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_HOLDING_SPELL_LEDGER.csv,holding_spell_id=SPELL-0007,6dba072dce65da56284a8c02f9f380301048d492,2020-04-01,2021-02-01,Ex-post explanatory normalised arithmetic contribution and held total return,RECONCILED,
SPELL-08,22 Right-tail dependence and contribution analysis,SPELL-0008 GLOBAL_ROBOTICS_AUTOMATION contribution and held return,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_HOLDING_SPELL_LEDGER.csv,holding_spell_id=SPELL-0008,6dba072dce65da56284a8c02f9f380301048d492,2020-05-01,2021-03-01,Ex-post explanatory normalised arithmetic contribution and held total return,RECONCILED,
SPELL-09,22 Right-tail dependence and contribution analysis,SPELL-0009 GLOBAL_GOLD_MINERS contribution and held return,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_HOLDING_SPELL_LEDGER.csv,holding_spell_id=SPELL-0009,6dba072dce65da56284a8c02f9f380301048d492,2025-09-01,2026-05-01,Ex-post explanatory normalised arithmetic contribution and held total return,RECONCILED,
SPELL-10,22 Right-tail dependence and contribution analysis,SPELL-0010 GLOBAL_SOFTWARE contribution and held return,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_HOLDING_SPELL_LEDGER.csv,holding_spell_id=SPELL-0010,6dba072dce65da56284a8c02f9f380301048d492,2020-02-03,2021-04-01,Ex-post explanatory normalised arithmetic contribution and held total return,RECONCILED,
INFL-01,22 Right-tail dependence and contribution analysis,Leave one family out (minimum),A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_FAMILY_INFLUENCE.csv,GLOBAL_SEMICONDUCTORS,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,Counterfactual net CAGR/MDD and incremental CAGR versus replacement control,RECONCILED,
INFL-02,22 Right-tail dependence and contribution analysis,Exclude top one family,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_FAMILY_INFLUENCE.csv,GLOBAL_BATTERY_EV,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,Counterfactual net CAGR/MDD and incremental CAGR versus replacement control,RECONCILED,
INFL-03,22 Right-tail dependence and contribution analysis,Exclude top three families,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_FAMILY_INFLUENCE.csv,GLOBAL_BATTERY_EV;GLOBAL_GOLD_MINERS;GLOBAL_SEMICONDUCTORS,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,Counterfactual net CAGR/MDD and incremental CAGR versus replacement control,RECONCILED,
INFL-04,22 Right-tail dependence and contribution analysis,Exclude top five families,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_FAMILY_INFLUENCE.csv,EUROPE_BANKS;GLOBAL_BATTERY_EV;GLOBAL_GOLD_MINERS;GLOBAL_SEMICONDUCTORS;GLOBAL_SILVER_MINERS,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,Counterfactual net CAGR/MDD and incremental CAGR versus replacement control,RECONCILED,
INFL-05,22 Right-tail dependence and contribution analysis,Delete top 1 holding spell(s),A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_HOLDING_SPELL_INFLUENCE.csv,GLOBAL_SILVER_MINERS:2025-02-28:2026-05-01,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,Counterfactual net CAGR/MDD and incremental CAGR versus replacement control,RECONCILED,
INFL-06,22 Right-tail dependence and contribution analysis,Delete top 3 holding spell(s),A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_HOLDING_SPELL_INFLUENCE.csv,GLOBAL_SILVER_MINERS:2025-02-28:2026-05-01;GLOBAL_BATTERY_EV:2019-10-31:2021-09-01;GLOBAL_SEMICONDUCTORS:2023-01-31:2024-09-02,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,Counterfactual net CAGR/MDD and incremental CAGR versus replacement control,RECONCILED,
INFL-07,22 Right-tail dependence and contribution analysis,Delete top 5 holding spell(s),A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_HOLDING_SPELL_INFLUENCE.csv,GLOBAL_SILVER_MINERS:2025-02-28:2026-05-01;GLOBAL_BATTERY_EV:2019-10-31:2021-09-01;GLOBAL_SEMICONDUCTORS:2023-01-31:2024-09-02;GLOBAL_BATTERY_EV:2025-07-31:2026-07-01;GLOBAL_OIL_GAS:2021-09-30:2023-02-01,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,Counterfactual net CAGR/MDD and incremental CAGR versus replacement control,RECONCILED,
UNC-01,23 Statistical uncertainty,Six-month circular block bootstrap: GLOBAL_DEVELOPED_WORLD,A4D,UKACTIVE_A4D_REPRESENTATIVE_BLOCK_BOOTSTRAP.csv,filtered row: GLOBAL_DEVELOPED_WORLD,f411e0d169640a5120decee6940dc8a5769c3b5e,2021-09-01,2026-08-21,HAC or block-bootstrap estimate with stated adjustment/interval,RECONCILED,
