audit_category_type,audit_label,coverage_outcome,existing_family_ids,research_ready_family_ids,registry_match_count,registry_match_ISINs,registry_match_tickers,new_product_added_to_master,manual_review_required,deepvue_controls_competition,evidence_basis,assessment_notes,warning
DEEPVUE_CONFIRMED_LABEL,Semiconductors,COVERED_BY_EXISTING_FAMILY,GLOBAL_SEMICONDUCTORS,GLOBAL_SEMICONDUCTORS,29,IE0000ZL1RD2;IE000T8QD852;IE000YDZG487;IE00BMC38736;LU1900066033;XS2399367502;XS2779861082;XS2788042245;XS3005160257;XS3091646797;XS3091657729;XS3231939599;XS3299469752;XS3337205077,3SEM;3SMC;3SMH;3SSM;CHPG;CHPP;CHPX;CHPY;HNSC;HNSS;ISEM;SC3S;SEMG;SEMU;SM3E;SMGB;SMH;SMH3;SMHS;SOX4;SOXL;SOXS;SSMH;SX4S;TSMY;VPCG;VPCU;YSEM;YTSM,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: GLOBAL_SEMICONDUCTORS; research-ready after A3R0 lineage control: GLOBAL_SEMICONDUCTORS,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Silver Miners,COVERED_BY_EXISTING_FAMILY,GLOBAL_SILVER_MINERS,GLOBAL_SILVER_MINERS,10,IE0008WICO06;IE000UL6CLP7;XS3299470172;XS3299470339;XS3337307741,3SLM;SILG;SILV;SLM3;SLMS;SLMY;SLS3;SLVG;SLVM;YSLM,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: GLOBAL_SILVER_MINERS; research-ready after A3R0 lineage control: GLOBAL_SILVER_MINERS,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Social Media,NO_UK_RETAIL_PRODUCT_FOUND,NOT_AVAILABLE,NOT_AVAILABLE,0,NOT_AVAILABLE,NOT_AVAILABLE,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,"The LSE page found is a US ETF line on XLOM, not a validated XLON UK-retail UCITS implementation",CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Software,COVERED_BY_EXISTING_FAMILY,GLOBAL_SOFTWARE,GLOBAL_SOFTWARE,6,IE00BFD2H405;IE00BJGWQN72;IE00BMH5YF48,CLO;CLO6;FSKY;KLWD;SKYU;WCLD,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: GLOBAL_SOFTWARE; research-ready after A3R0 lineage control: GLOBAL_SOFTWARE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Solar,COVERED_BY_EXISTING_FAMILY,GLOBAL_SOLAR,GLOBAL_SOLAR,4,IE000XD7KCJ7;IE00BM8QRZ79,ISUN;RAYG;RAYS;RAYZ,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: GLOBAL_SOLAR; research-ready after A3R0 lineage control: GLOBAL_SOLAR,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Steel,NO_UK_RETAIL_PRODUCT_FOUND,NOT_AVAILABLE,NOT_AVAILABLE,0,NOT_AVAILABLE,NOT_AVAILABLE,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,"Industrial-metals/mining products exist, but no exact current UK-retail steel ETF was established",CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Telecom,PRODUCT_EXISTS_ALREADY_IN_DISCOVERY_REGISTRY,NOT_AVAILABLE,NOT_AVAILABLE,8,IE000TMJDGV1;IE00BFWFPX50;IE00BKWQ0N82;IE00BM67HR47;IE00BYTRRG40,GXLC;SXLC;TELE;USCM;USCS;WTEL;XSSW;XWTS,NO,YES,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,The TELE Europe communication-services UCITS line already exists in the registry but was misclassified as EUROPE_BROAD,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Transports,COVERED_BY_EXISTING_FAMILY,GLOBAL_TRANSPORTATION,GLOBAL_TRANSPORTATION,2,IE00BF0M6N54,ECOG;ECOM,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: GLOBAL_TRANSPORTATION; research-ready after A3R0 lineage control: GLOBAL_TRANSPORTATION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Utilities,COVERED_BY_EXISTING_FAMILY,EUROPE_UTILITIES;GLOBAL_UTILITIES,GLOBAL_UTILITIES,3,IE00BM67HQ30;IE00BYTRRH56,WUTI;XDWU;XWUS,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: EUROPE_UTILITIES;GLOBAL_UTILITIES; research-ready after A3R0 lineage control: GLOBAL_UTILITIES,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,AGRIBUSINESS,COVERED_BY_EXISTING_FAMILY,GLOBAL_AGRIBUSINESS,GLOBAL_AGRIBUSINESS,2,IE00B6R52143,ISAG;SPAG,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,AI,COVERED_BY_EXISTING_FAMILY,GLOBAL_AI;US_AI,GLOBAL_AI,39,IE0000XTDDA8;IE0003A512E4;IE00043ZI3D8;IE000DWHL026;IE000G0E83X3;IE000IM4K4K2;IE000JBZXFH0;IE000LCKJ888;IE000LGWDNE5;IE000MS76E73;IE000Q9W2IR3;IE000RYWBSX8;IE000WUTBLT5;IE000X59ZHE2;IE000XHZP7D3;IE000YIQZ0H6;IE00BDVPNG13;IE00BGV5VN51;IE00BK5BCD43;IE00BLCHJB90;IE00BLCHJC08;XS2779861751;XS3299464951;XS3299469919;XS3408769977,AI3;AIAA;AIAG;AIAI;AINF;AIPG;AIPO;AIQG;AIQU;AIS3;ANDO;ARCI;ARIY;ARKI;BOTG;BOTZ;FGPT;FTAI;GPT3;GPTS;IAIX;IART;IVAI;METE;METU;PAIG;PDWD;PDWX;PQUS;PQWD;PQWP;PQWX;WAGB;WAGI;WPAI;WTAI;XAID;XAIX;YARI,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,BATTERY_EV,COVERED_BY_EXISTING_FAMILY,GLOBAL_BATTERY_EV,GLOBAL_BATTERY_EV,12,IE00094FRAA6;IE00BF0M2Z96;IE00BKLF1R75;IE00BLCHJN13;IE00BMH5YR69;IE00BMH5YS76;XS2425842106,AMPS;BATG;BATT;CAUG;CAUT;CHRG;DRVE;DRVG;LITG;LITU;VOLT;WATT,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,BIOTECHNOLOGY,COVERED_BY_EXISTING_FAMILY,GLOBAL_BIOTECHNOLOGY,GLOBAL_BIOTECHNOLOGY,4,IE00BL0L0H60;IE00BQ70R696,FBT;FBTU;SBIO;SBIX,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,CHINA_INTERNET,COVERED_BY_EXISTING_FAMILY,CHINA_INTERNET,CHINA_INTERNET,6,IE0009ZB3ZX2;IE000CD5SH30;IE000K3YPA16;IE00BFXR7892;IE00BFXR7900;IE00BMW13836,KWBE;KWBH;KWBI;KWBP;KWEB;KWEH,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,CLEAN_ENERGY,COVERED_BY_EXISTING_FAMILY,GLOBAL_CLEAN_ENERGY,GLOBAL_CLEAN_ENERGY,15,FR0010524777;FR0014002CG3;IE000BLN64M9;IE000JZYIUN0;IE000U58J0M1;IE00BK5BCH80;IE00BLRB0028;IE00BLRB0242;XS2425848053,ENTR;ETRA;GCED;GCEX;GCLE;GCLX;INRA;NRGT;NRJC;NRJL;NRJU;RENG;RENW;WENT;XDG7,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,CYBERSECURITY,COVERED_BY_EXISTING_FAMILY,GLOBAL_CYBERSECURITY,GLOBAL_CYBERSECURITY,12,IE00072RHT03;IE000ST40PX8;IE00BF16M727;IE00BLPK3577;IE00BMH5Y871;IE00BYPLS672,ASPY;BUG;BUGG;CBRX;CIBR;CYSE;ESPY;FCBR;ICBR;ISPY;USPY;WCBR,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,DEFENCE,COVERED_BY_EXISTING_FAMILY,EUROPE_AEROSPACE_DEFENCE;GLOBAL_AEROSPACE_DEFENCE;US_AEROSPACE_DEFENCE,EUROPE_AEROSPACE_DEFENCE;GLOBAL_AEROSPACE_DEFENCE,40,IE000017NMH7;IE0002Y8CX98;IE00041H4WT9;IE000AON7ET1;IE000BRM9046;IE000C7EUDG1;IE000IAXNM41;IE000JCW3DZ3;IE000KDY10O3;IE000KLC2EN9;IE000NVDQXE1;IE000OJ5TQP4;IE000TAA0GK0;IE000U9ODG19;IE000WRQ9RR1;IE000YYE6WK5;LU3038520774;LU3047998896;LU3061478973;XS2872232850;XS3003323741,3EDF;3EDS;3EUD;ADEF;ARCX;ARKX;ARMG;ARMR;DEFE;DEFS;DFEU;DFND;DFNG;DFNS;DFNX;EDEF;EDEG;EDS3;EUDF;GIJO;GUAR;GUGB;ICBM;IDFN;MISL;NAT8;NATE;NATI;NATO;NATP;NATY;QUAD;SEAL;WDAF;WDAP;WDEF;WDEP;WDFG;WDGF;XDEF,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,GENOMICS,COVERED_BY_EXISTING_FAMILY,GLOBAL_GENOMICS,GLOBAL_GENOMICS,10,IE000B9PQW54;IE000KD0BZ68;IE000O5M6XO1;IE00BM8R0N95;XS2399368062,1ARG;ARCG;ARKC;ARKG;CURE;CURG;GNOG;GNOM;XGEN;XGES,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,GOLD_MINERS,COVERED_BY_EXISTING_FAMILY,GLOBAL_GOLD_MINERS,GLOBAL_GOLD_MINERS,19,IE00B3CNHG25;IE00B6R52036;IE00BNTVVR89;IE00BQQP9F84;IE00BQQP9G91;LU0259322260;XS2399369896;XS3072228334;XS3337373370,3GDE;3GDX;AUCO;AUCP;ESGO;ESGP;GDGB;GDMS;GDX;GDX3;GDXJ;GJGB;GLMY;GOLB;IAUP;SGDE;SGDX;SPGP;YGLM,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,INFRASTRUCTURE,COVERED_BY_EXISTING_FAMILY,EUROPE_INFRASTRUCTURE;GLOBAL_INFRASTRUCTURE,EUROPE_INFRASTRUCTURE,16,IE0006O3TTP9;IE0008LRGGP4;IE000AFVONT7;IE000PTMIE90;IE000QUCVEN9;IE000TCZMZM8;IE000TIZ5AP4;IE00BLCHJ534;IE00BLCHJ641;IE00BYZNF849,BLDR;BRIK;FTEI;FTIE;INGB;INGH;NFRA;PAVE;PAVG;PAVU;PFFI;PFFP;WBLD;WINF;XIFE;XINF,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,OIL_AND_GAS,COVERED_BY_EXISTING_FAMILY,GLOBAL_OIL_GAS,GLOBAL_OIL_GAS,8,IE00B6R51Z18;XS2399370555;XS3308592610,3SEE;3XEE;3XLE;IOGP;SPOG;SXLG;XLE3;XLGS,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,QUANTUM,COVERED_BY_EXISTING_FAMILY,GLOBAL_QUANTUM_COMPUTING,GLOBAL_QUANTUM_COMPUTING,7,IE0007Y8Y157;IE000C6ITGC8;IE000W8WMSL2;XS3337011541,3QBT;QANT;QBT3;QNTG;QNTM;QWTM;WQTM,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,RETAIL,COVERED_BY_EXISTING_FAMILY,GLOBAL_RETAIL,GLOBAL_RETAIL,2,IE00BMH5XY61,EBIG;EBIZ,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,ROBOTICS,COVERED_BY_EXISTING_FAMILY,GLOBAL_ROBOTICS_AUTOMATION,GLOBAL_ROBOTICS_AUTOMATION,6,IE0005TF96I9;IE000O6Z73N7;IE00BYZK4552,CYBG;CYBO;KOIB;KOID;RBOT;RBTX,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,SEMICONDUCTORS,COVERED_BY_EXISTING_FAMILY,GLOBAL_SEMICONDUCTORS,GLOBAL_SEMICONDUCTORS,29,IE0000ZL1RD2;IE000T8QD852;IE000YDZG487;IE00BMC38736;LU1900066033;XS2399367502;XS2779861082;XS2788042245;XS3005160257;XS3091646797;XS3091657729;XS3231939599;XS3299469752;XS3337205077,3SEM;3SMC;3SMH;3SSM;CHPG;CHPP;CHPX;CHPY;HNSC;HNSS;ISEM;SC3S;SEMG;SEMU;SM3E;SMGB;SMH;SMH3;SMHS;SOX4;SOXL;SOXS;SSMH;SX4S;TSMY;VPCG;VPCU;YSEM;YTSM,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,SILVER_MINERS,COVERED_BY_EXISTING_FAMILY,GLOBAL_SILVER_MINERS,GLOBAL_SILVER_MINERS,10,IE0008WICO06;IE000UL6CLP7;XS3299470172;XS3299470339;XS3337307741,3SLM;SILG;SILV;SLM3;SLMS;SLMY;SLS3;SLVG;SLVM;YSLM,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,SOFTWARE,COVERED_BY_EXISTING_FAMILY,GLOBAL_SOFTWARE,GLOBAL_SOFTWARE,6,IE00BFD2H405;IE00BJGWQN72;IE00BMH5YF48,CLO;CLO6;FSKY;KLWD;SKYU;WCLD,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,SOLAR,COVERED_BY_EXISTING_FAMILY,GLOBAL_SOLAR,GLOBAL_SOLAR,4,IE000XD7KCJ7;IE00BM8QRZ79,ISUN;RAYG;RAYS;RAYZ,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,SPACE,NO_USABLE_HISTORY,GLOBAL_SPACE,NOT_AVAILABLE,2,IE000VDH1PG3,WSPC;WSPG,NO,YES,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,TRANSPORTATION,COVERED_BY_EXISTING_FAMILY,GLOBAL_TRANSPORTATION,GLOBAL_TRANSPORTATION,2,IE00BF0M6N54,ECOG;ECOM,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,URANIUM_NUCLEAR,COVERED_BY_EXISTING_FAMILY,GLOBAL_URANIUM_NUCLEAR,GLOBAL_URANIUM_NUCLEAR,19,IE0005YK6564;IE0006WPPA00;IE00075IVKF9;IE000J5PESP7;IE000M7V94E1;IE000MS9DTS9;IE000NDWFGA5;XS3299461262;XS3299461346;XS3337373701,3URA;NUCG;NUCL;NUKP;NUKZ;RCTR;RCTU;SURA;URA3;URAS;URJP;URND;URNG;URNJ;URNM;URNP;URNU;URNY;YURN,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
ECONOMIC_THEME_TAXONOMY,WATER,COVERED_BY_EXISTING_FAMILY,GLOBAL_WATER,GLOBAL_WATER,12,FR0010527275;FR0014002CH1;IE0007WJ6B10;IE000BWKUES1;IE000Q8F0M81;IE00B1TXK627;IE00BK5BC891,AQWA;AQWG;DH2O;GLGG;GLUG;H2O;IH2O;SDG6;WATC;WATL;WATU;XDG6,NO,NO,NO,A0A1_THEME_TAXONOMY|A3R0_LINEAGE_CONTROL,Existing economic-theme taxonomy audited without inventing new labels,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
